Id_empresa,Nome_da_Empresa,Prazo_Vencimento,Email,Valor_da_Conta,Status_Pagamento,Status_Dias_Vencimento,Data_do_Pagamento,Dias_Pagamento_Vencimento
7,Empresa 7,2025-01-12,pauloazevedo@poli.ufrj.br,8542.87,Pago,Venceu há mais de 15 dias,2025-01-09,-3.0
7,Empresa 7,2025-02-12,pauloazevedo@poli.ufrj.br,8542.87,Pago,Venceu há mais de 15 dias,2025-02-16,4.0
7,Empresa 7,2025-03-12,pauloazevedo@poli.ufrj.br,8542.87,Pago,Venceu há mais de 15 dias,2025-03-11,-1.0
7,Empresa 7,2025-04-12,pauloazevedo@poli.ufrj.br,8542.87,Pago,Venceu há mais de 15 dias,2025-04-07,-5.0
7,Empresa 7,2025-05-12,pauloazevedo@poli.ufrj.br,8542.87,Pago,Venceu há menos de 15 dias,2025-05-13,1.0
7,Empresa 7,2025-06-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,15-30 dias para o Vencimento,,
7,Empresa 7,2025-07-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,+30 dias para o Vencimento,,
7,Empresa 7,2025-08-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,+30 dias para o Vencimento,,
7,Empresa 7,2025-09-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,+30 dias para o Vencimento,,
7,Empresa 7,2025-10-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,+30 dias para o Vencimento,,
7,Empresa 7,2025-11-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,+30 dias para o Vencimento,,
7,Empresa 7,2025-12-12,pauloazevedo@poli.ufrj.br,8542.87,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-01-16,pauloazevedo@poli.ufrj.br,1222.6,Pago,Venceu há mais de 15 dias,2025-01-13,-3.0
8,Empresa 8,2025-02-16,pauloazevedo@poli.ufrj.br,1222.6,Pago,Venceu há mais de 15 dias,2025-02-18,2.0
8,Empresa 8,2025-03-16,pauloazevedo@poli.ufrj.br,1222.6,Pago,Venceu há mais de 15 dias,2025-03-19,3.0
8,Empresa 8,2025-04-16,pauloazevedo@poli.ufrj.br,1222.6,Pago,Venceu há mais de 15 dias,2025-04-12,-4.0
8,Empresa 8,2025-05-14,pauloazevedo@poli.ufrj.br,1222.6,Pendente,Até 5 dias para o Vencimento,,
8,Empresa 8,2025-06-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-07-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-08-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-09-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-10-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-11-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
8,Empresa 8,2025-12-16,pauloazevedo@poli.ufrj.br,1222.6,Pendente,+30 dias para o Vencimento,,
9,Empresa 9,2025-01-05,pauloazevedo@poli.ufrj.br,226.74,Pago,Venceu há mais de 15 dias,2025-01-10,5.0
9,Empresa 9,2025-02-05,pauloazevedo@poli.ufrj.br,226.74,Pago,Venceu há mais de 15 dias,2025-02-04,-1.0
9,Empresa 9,2025-03-05,pauloazevedo@poli.ufrj.br,226.74,Pago,Venceu há mais de 15 dias,2025-03-06,1.0
9,Empresa 9,2025-04-05,pauloazevedo@poli.ufrj.br,226.74,Pago,Venceu há mais de 15 dias,2025-04-03,-2.0
9,Empresa 9,2025-05-05,pauloazevedo@poli.ufrj.br,226.74,Pago,Venceu há menos de 15 dias,2025-04-30,-5.0
9,Empresa 9,2025-06-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,15-30 dias para o Vencimento,,
9,Empresa 9,2025-07-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,+30 dias para o Vencimento,,
9,Empresa 9,2025-08-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,+30 dias para o Vencimento,,
9,Empresa 9,2025-09-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,+30 dias para o Vencimento,,
9,Empresa 9,2025-10-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,+30 dias para o Vencimento,,
9,Empresa 9,2025-11-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,+30 dias para o Vencimento,,
9,Empresa 9,2025-12-05,pauloazevedo@poli.ufrj.br,226.74,Pendente,+30 dias para o Vencimento,,
10,Empresa 10,2025-01-03,pauloazevedo@poli.ufrj.br,547.1,Pago,Venceu há mais de 15 dias,2024-12-30,-4.0
10,Empresa 10,2025-02-03,pauloazevedo@poli.ufrj.br,547.1,Pago,Venceu há mais de 15 dias,2025-02-08,5.0
10,Empresa 10,2025-03-03,pauloazevedo@poli.ufrj.br,547.1,Pago,Venceu há mais de 15 dias,2025-03-04,1.0
10,Empresa 10,2025-04-03,pauloazevedo@poli.ufrj.br,547.1,Pago,Venceu há mais de 15 dias,2025-04-07,4.0
10,Empresa 10,2025-05-03,pauloazevedo@poli.ufrj.br,547.1,Pago,Venceu há menos de 15 dias,2025-05-01,-2.0
10,Empresa 10,2025-06-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,15-30 dias para o Vencimento,,
10,Empresa 10,2025-07-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,+30 dias para o Vencimento,,
10,Empresa 10,2025-08-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,+30 dias para o Vencimento,,
10,Empresa 10,2025-09-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,+30 dias para o Vencimento,,
10,Empresa 10,2025-10-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,+30 dias para o Vencimento,,
10,Empresa 10,2025-11-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,+30 dias para o Vencimento,,
10,Empresa 10,2025-12-03,pauloazevedo@poli.ufrj.br,547.1,Pendente,+30 dias para o Vencimento,,
